iter	Passed	Remaining
594	2502	1703
595	2506	1698
596	2510	1694
597	2515	1690
598	2518	1686
599	2522	1681
600	2526	1677
601	2530	1673
602	2535	1669
603	2539	1665
604	2543	1660
605	2547	1656
606	2552	1652
607	2557	1648
608	2561	1644
609	2565	1640
610	2568	1635
611	2572	1631
612	2576	1626
613	2580	1622
614	2585	1618
615	2589	1614
616	2593	1610
617	2598	1605
618	2602	1601
619	2606	1597
620	2610	1593
621	2615	1589
622	2619	1585
623	2623	1580
624	2627	1576
625	2631	1572
626	2636	1568
627	2641	1564
628	2645	1560
629	2649	1555
630	2653	1551
631	2658	1547
632	2662	1543
633	2666	1539
634	2670	1534
635	2674	1530
636	2678	1526
637	2683	1522
638	2687	1518
639	2692	1514
640	2697	1510
641	2701	1506
642	2706	1502
643	2710	1498
644	2714	1494
645	2718	1489
646	2722	1485
647	2726	1481
648	2731	1477
649	2735	1472
650	2739	1468
651	2743	1464
652	2747	1460
653	2753	1456
654	2757	1452
655	2761	1448
656	2765	1443
657	2769	1439
658	2773	1435
659	2777	1430
660	2782	1426
661	2786	1422
662	2790	1418
663	2795	1414
664	2799	1410
665	2802	1405
666	2807	1401
667	2811	1397
668	2815	1392
669	2819	1388
670	2822	1384
671	2826	1379
672	2830	1375
673	2834	1371
674	2838	1366
675	2843	1362
676	2847	1358
677	2851	1354
678	2855	1350
679	2860	1345
680	2864	1341
681	2868	1337
682	2873	1333
683	2877	1329
684	2881	1324
685	2885	1320
686	2889	1316
687	2893	1312
688	2897	1308
689	2902	1304
690	2906	1299
691	2910	1295
692	2915	1291
693	2919	1287
694	2923	1282
695	2927	1278
696	2931	1274
697	2934	1269
698	2938	1265
699	2942	1261
700	2946	1256
701	2950	1252
702	2954	1248
703	2957	1243
704	2961	1239
705	2966	1235
706	2969	1230
707	2973	1226
708	2977	1222
709	2982	1218
710	2985	1213
711	2990	1209
712	2994	1205
713	2998	1201
714	3002	1196
715	3007	1192
716	3011	1188
717	3015	1184
718	3019	1180
719	3023	1175
720	3027	1171
721	3031	1167
722	3036	1163
723	3039	1158
724	3043	1154
725	3048	1150
726	3052	1146
727	3056	1142
728	3060	1137
729	3065	1133
730	3069	1129
731	3073	1125
732	3077	1121
733	3082	1117
734	3086	1112
735	3090	1108
736	3094	1104
737	3098	1100
738	3103	1096
739	3107	1091
740	3111	1087
741	3116	1083
742	3120	1079
743	3124	1075
744	3129	1071
745	3133	1066
746	3137	1062
747	3141	1058
748	3145	1054
749	3150	1050
750	3154	1046
751	3158	1041
752	3163	1037
753	3167	1033
754	3171	1029
755	3175	1024
756	3180	1020
757	3183	1016
758	3187	1012
759	3191	1007
760	3195	1003
761	3199	999
762	3203	995
763	3207	990
764	3212	986
765	3216	982
766	3220	978
767	3225	974
768	3230	970
769	3234	966
770	3238	961
771	3243	957
772	3247	953
773	3251	949
774	3256	945
775	3260	941
776	3264	936
777	3268	932
778	3272	928
779	3276	924
780	3281	920
781	3285	915
782	3289	911
783	3294	907
784	3299	903
785	3304	899
786	3308	895
787	3312	891
788	3316	887
789	3320	882
790	3324	878
791	3328	874
792	3332	869
793	3336	865
794	3340	861
795	3344	857
796	3348	852
797	3352	848
798	3356	844
799	3361	840
800	3364	835
801	3369	831
802	3373	827
803	3376	823
804	3380	818
805	3384	814
806	3388	810
807	3393	806
808	3396	802
809	3401	797
810	3405	793
811	3409	789
812	3413	785
813	3417	780
814	3420	776
815	3424	772
816	3429	768
817	3433	763
818	3437	759
